i,filename,label_idx
0,_8637_1_7351337.png,1
1,_4036_0_8731885.png,0
2,_4486_0_217257.png,0
3,_1225_0_9595312.png,0
4,_2509_0_2142862.png,0
5,_1246_0_1808373.png,0
6,_2202_0_6281010.png,0
7,_10516_1_8247788.png,1
8,_9441_1_508965.png,1
9,_10930_1_95790.png,1
10,_8593_1_2904961.png,1
11,_7076_1_731213.png,1
12,_7405_1_4184754.png,1
13,_7789_1_2327362.png,1
14,_3087_0_7287206.png,0
15,_3293_0_8870756.png,0
16,_2580_0_907604.png,0
17,_9713_1_8646109.png,1
18,_10781_1_6720800.png,1
19,_3602_0_1585786.png,0
20,_8109_1_9356057.png,1
21,_7462_1_1431168.png,1
22,_8314_1_2165598.png,1
23,_10696_1_4984761.png,1
24,_7745_1_6610175.png,1
25,_3265_0_5460131.png,0
26,_1266_0_7108754.png,0
27,_285_0_3569741.png,0
28,_10949_1_1444280.png,1
29,_3278_0_2024695.png,0
30,_6703_1_3080352.png,1
31,_6974_1_3867322.png,1
32,_2383_0_8031800.png,0
33,_2835_0_2717525.png,0
34,_8048_1_1075357.png,1
35,_8741_1_9578673.png,1
36,_943_0_5421786.png,0
37,_3750_0_6630201.png,0
38,_3688_0_7492300.png,0
39,_3346_0_2754325.png,0
40,_1786_0_9666817.png,0
41,_4387_0_9958452.png,0
42,_9790_1_2514246.png,1
43,_4335_0_437427.png,0
44,_2542_0_3431892.png,0
45,_1945_0_2718927.png,0
46,_9642_1_3397620.png,1
47,_3569_0_7173478.png,0
48,_3420_0_4858656.png,0
49,_3940_0_4250587.png,0
50,_1774_0_1276782.png,0
51,_3306_0_2302426.png,0
52,_10764_1_1536343.png,1
53,_5682_1_2954762.png,1
54,_1555_0_1609888.png,0
55,_7886_1_1319768.png,1
56,_4474_0_4614603.png,0
57,_3732_0_5768865.png,0
58,_8018_1_9518134.png,1
59,_761_0_5387438.png,0
60,_9964_1_3007658.png,1
61,_2916_0_1891801.png,0
62,_4556_0_4707473.png,0
63,_4763_0_8369232.png,0
64,_9138_1_8518469.png,1
65,_7060_1_3779058.png,1
66,_8376_1_1793569.png,1
67,_5952_1_8671609.png,1
68,_4670_0_8435433.png,0
69,_5321_0_9895751.png,0
70,_9094_1_4943312.png,1
71,_5398_0_3234842.png,0
72,_2453_0_8344059.png,0
73,_246_0_7925467.png,0
74,_6797_1_2721517.png,1
75,_7139_1_2410414.png,1
76,_4990_0_9823326.png,0
77,_1959_0_5875485.png,0
78,_8116_1_3191407.png,1
79,_10177_1_1735238.png,1
80,_7765_1_2358047.png,1
81,_4730_0_9883339.png,0
82,_8601_1_738147.png,1
83,_8225_1_104697.png,1
84,_9861_1_5560957.png,1
85,_5430_0_2244195.png,0
86,_746_0_4266095.png,0
87,_2535_0_2197901.png,0
88,_8568_1_4058667.png,1
89,_6553_1_8020490.png,1
90,_996_0_2202477.png,0
91,_6047_1_2261534.png,1
92,_6424_1_8419473.png,1
93,_10118_1_4171076.png,1
94,_8331_1_9745878.png,1
95,_4485_0_7365531.png,0
96,_4810_0_7585161.png,0
97,_3632_0_1386882.png,0
98,_6070_1_2649121.png,1
99,_1008_0_2734864.png,0
100,_3790_0_6270717.png,0
101,_7470_1_7676689.png,1
102,_10350_1_6623440.png,1
103,_9607_1_6243491.png,1
104,_5160_0_5605475.png,0
105,_8290_1_3340155.png,1
106,_6151_1_5928609.png,1
107,_10384_1_713423.png,1
108,_1639_0_936197.png,0
109,_869_0_1324896.png,0
110,_4732_0_3456120.png,0
111,_10783_1_9976909.png,1
112,_4448_0_291430.png,0
113,_9586_1_501954.png,1
114,_5534_0_7389204.png,0
115,_8608_1_8183103.png,1
116,_2617_0_9909877.png,0
117,_7045_1_2111677.png,1
118,_5546_0_563240.png,0
119,_1312_0_5266410.png,0
120,_1085_0_3468672.png,0
121,_8091_1_3194180.png,1
122,_3721_0_9360616.png,0
123,_5852_1_422773.png,1
124,_4696_0_5384112.png,0
125,_802_0_7910533.png,0
126,_1301_0_3663856.png,0
127,_7523_1_8849084.png,1
128,_5255_0_4574019.png,0
129,_9024_1_9624223.png,1
130,_2158_0_2588098.png,0
131,_4343_0_5420492.png,0
132,_9877_1_7948052.png,1
133,_9270_1_9817867.png,1
134,_3466_0_5430551.png,0
135,_2357_0_8229206.png,0
136,_2139_0_2993134.png,0
137,_6438_1_8244909.png,1
138,_1513_0_3806725.png,0
139,_8772_1_3064427.png,1
140,_126_0_6439470.png,0
141,_4321_0_208884.png,0
142,_6738_1_9776487.png,1
143,_8173_1_4947527.png,1
144,_4196_0_2557796.png,0
145,_3609_0_4225881.png,0
146,_5017_0_9188468.png,0
147,_8552_1_195244.png,1
148,_3863_0_6384703.png,0
149,_8481_1_2056893.png,1
150,_10758_1_85683.png,1
151,_10157_1_2628874.png,1
152,_2253_0_1455575.png,0
153,_4938_0_7261580.png,0
154,_3239_0_9406295.png,0
155,_5231_0_3917753.png,0
156,_1968_0_3807241.png,0
157,_1534_0_2761068.png,0
158,_132_0_3167561.png,0
159,_2630_0_4306335.png,0
160,_5930_1_389919.png,1
161,_3942_0_6691408.png,0
162,_3772_0_2555158.png,0
163,_1421_0_9333073.png,0
164,_1709_0_8135424.png,0
165,_982_0_4536299.png,0
166,_10720_1_2921538.png,1
167,_8364_1_4962570.png,1
168,_9833_1_2420537.png,1
169,_5750_1_5456481.png,1
170,_5177_0_6093966.png,0
171,_6119_1_4727372.png,1
172,_6744_1_6076766.png,1
173,_10777_1_7622930.png,1
174,_2839_0_2399874.png,0
175,_10699_1_4632611.png,1
176,_2729_0_1177833.png,0
177,_7971_1_3910012.png,1
178,_6903_1_8374257.png,1
179,_10953_1_4179825.png,1
180,_1161_0_28276.png,0
181,_5086_0_5753427.png,0
182,_9413_1_170890.png,1
183,_9336_1_2258943.png,1
184,_6687_1_6634108.png,1
185,_9925_1_3196506.png,1
186,_958_0_3396632.png,0
187,_396_0_6941746.png,0
188,_4683_0_132974.png,0
189,_8993_1_6735500.png,1
190,_2372_0_253600.png,0
191,_9339_1_1514251.png,1
192,_4453_0_1097199.png,0
193,_6383_1_4781472.png,1
194,_5552_0_1602242.png,0
195,_6186_1_9222114.png,1
196,_5784_1_3133008.png,1
197,_9323_1_6448456.png,1
198,_4200_0_7162078.png,0
199,_6296_1_187323.png,1
200,_2804_0_9066449.png,0
201,_519_0_3538753.png,0
202,_7542_1_580784.png,1
203,_5818_1_8674228.png,1
204,_639_0_7335296.png,0
205,_6289_1_3366948.png,1
206,_9654_1_6009702.png,1
207,_9502_1_9393056.png,1
208,_1195_0_2284999.png,0
209,_1944_0_4023281.png,0
210,_1102_0_8858910.png,0
211,_722_0_963233.png,0
212,_1913_0_2434521.png,0
213,_2874_0_7442436.png,0
214,_6045_1_9672015.png,1
215,_1143_0_1046449.png,0
216,_3724_0_9300600.png,0
217,_715_0_5351086.png,0
218,_5124_0_8317503.png,0
219,_3015_0_665250.png,0
220,_10527_1_88328.png,1
221,_5549_0_8184932.png,0
222,_6859_1_4304491.png,1
223,_10791_1_6963555.png,1
224,_10057_1_661873.png,1
225,_2191_0_5475560.png,0
226,_1400_0_9883385.png,0
227,_1203_0_7199302.png,0
228,_4778_0_7985546.png,0
229,_6034_1_5384250.png,1
230,_3507_0_1844815.png,0
231,_3367_0_9348964.png,0
232,_7249_1_3408750.png,1
233,_5454_0_633906.png,0
234,_1687_0_7565724.png,0
235,_8437_1_4048360.png,1
236,_5579_0_8457610.png,0
237,_859_0_1875794.png,0
238,_1068_0_5712578.png,0
239,_3106_0_2963143.png,0
240,_7335_1_9745511.png,1
241,_8610_1_5910644.png,1
242,_2707_0_9840751.png,0
243,_8309_1_9357326.png,1
244,_7152_1_990332.png,1
245,_3988_0_805440.png,0
246,_701_0_9745566.png,0
247,_7982_1_758153.png,1
248,_6071_1_5967667.png,1
249,_7403_1_1110314.png,1
250,_440_0_1729099.png,0
251,_3405_0_7879670.png,0
252,_3812_0_5336792.png,0
253,_6669_1_9014686.png,1
254,_7635_1_5787595.png,1
255,_9300_1_2739072.png,1
256,_9637_1_781611.png,1
257,_8381_1_1958214.png,1
258,_632_0_9017548.png,0
259,_2877_0_7291072.png,0
260,_3705_0_6204195.png,0
261,_7179_1_9853597.png,1
262,_5475_0_4017065.png,0
263,_5311_0_8402455.png,0
264,_4983_0_2427177.png,0
265,_1464_0_9997895.png,0
266,_5432_0_7239687.png,0
267,_3601_0_7213803.png,0
268,_8694_1_8218147.png,1
269,_10361_1_2959179.png,1
270,_5137_0_2369775.png,0
271,_8074_1_951461.png,1
272,_3755_0_9748929.png,0
273,_9117_1_4728023.png,1
274,_6665_1_6877110.png,1
275,_64_0_8896905.png,0
276,_5267_0_1487651.png,0
277,_6495_1_5918076.png,1
278,_904_0_5276692.png,0
279,_10579_1_2671824.png,1
280,_1504_0_1881365.png,0
281,_6092_1_5625208.png,1
282,_4627_0_2112468.png,0
283,_3199_0_902690.png,0
284,_10453_1_6477844.png,1
285,_10560_1_6990682.png,1
286,_1365_0_3984816.png,0
287,_2748_0_15345.png,0
288,_7138_1_2818789.png,1
289,_5174_0_3650350.png,0
290,_4079_0_9620402.png,0
291,_4411_0_8380183.png,0
292,_10493_1_9328048.png,1
293,_4351_0_7735888.png,0
294,_7538_1_8892773.png,1
295,_5783_1_9545709.png,1
296,_3053_0_2429564.png,0
297,_3493_0_9840876.png,0
298,_6992_1_5325204.png,1
299,_3160_0_3052549.png,0
300,_9105_1_6958002.png,1
301,_10041_1_3630069.png,1
302,_10722_1_9359257.png,1
303,_7317_1_9751555.png,1
304,_1896_0_8421474.png,0
305,_4864_0_8978097.png,0
306,_1116_0_4508841.png,0
307,_5604_0_219749.png,0
308,_1802_0_5888348.png,0
309,_638_0_9506762.png,0
310,_3638_0_5762974.png,0
311,_4691_0_4632249.png,0
312,_392_0_9675121.png,0
313,_4592_0_9224350.png,0
314,_7952_1_187311.png,1
315,_3980_0_6448310.png,0
316,_9736_1_3567451.png,1
317,_5253_0_8234676.png,0
318,_252_0_3854406.png,0
319,_4795_0_2403026.png,0
320,_6457_1_5995444.png,1
321,_8873_1_5451181.png,1
322,_6094_1_667753.png,1
323,_149_0_1981561.png,0
324,_3848_0_9708651.png,0
325,_8779_1_6056590.png,1
326,_8700_1_6967035.png,1
327,_1005_0_3659005.png,0
328,_7975_1_8403673.png,1
329,_190_0_5708365.png,0
330,_8345_1_2490970.png,1
331,_9749_1_8369546.png,1
332,_10561_1_6219274.png,1
333,_8325_1_9971645.png,1
334,_5062_0_4130103.png,0
335,_5092_0_9203871.png,0
336,_2227_0_4875676.png,0
337,_4898_0_1965435.png,0
338,_9556_1_3351221.png,1
339,_10080_1_5271619.png,1
340,_5058_0_250169.png,0
341,_10366_1_2933128.png,1
342,_2566_0_6806457.png,0
343,_1830_0_6879765.png,0
344,_6316_1_7250016.png,1
345,_8757_1_2833061.png,1
346,_2130_0_5216099.png,0
347,_10725_1_530537.png,1
348,_7744_1_2098915.png,1
349,_3922_0_5871916.png,0
350,_10172_1_7304372.png,1
351,_3802_0_6254881.png,0
352,_10442_1_9938714.png,1
353,_4547_0_7016401.png,0
354,_8510_1_8549556.png,1
355,_660_0_2740721.png,0
356,_5793_1_944656.png,1
357,_8426_1_7764133.png,1
358,_9201_1_9859570.png,1
359,_6350_1_7658878.png,1
360,_2591_0_6981933.png,0
361,_2438_0_2318378.png,0
362,_942_0_1062489.png,0
363,_7826_1_6124826.png,1
364,_6878_1_4104453.png,1
365,_5371_0_6200075.png,0
366,_4831_0_8486816.png,0
367,_2645_0_9177769.png,0
368,_1739_0_223592.png,0
369,_4348_0_6228973.png,0
370,_9515_1_8184321.png,1
371,_5176_0_8163523.png,0
372,_8148_1_5642989.png,1
